provider,model,strategy,temperature,variant,runs,mean_json_success_rate,mean_fk_grade_mean,std_fk_grade_mean,mean_fk_grade_std,std_fk_grade_std,mean_stability_score,std_stability_score,mean_semantic_similarity_sbert,std_semantic_similarity_sbert,mean_human_benchmark_score,std_human_benchmark_score,mean_overall_score,std_overall_score,mean_run_rank,std_run_rank,final_rank
openai,openai/gpt-5.2,few_shot,0.5,openai::openai/gpt-5.2::few_shot::temp=0.5,3,0.9444444444444445,6.375446242054299,0.22412615187531115,1.4018117328616804,0.1252494883989841,0.4171302564795753,0.02237694003829154,0.8722295682463382,0.07303908272960508,0.8191654734856506,0.014382633437481477,0.7632424356640021,0.04236728048247138,3.6666666666666665,2.0816659994661326,1
openai,openai/gpt-5.2,chain_of_thought,0.5,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,3,0.9444444444444445,6.776177860681912,0.11293317910571529,1.4958644180938176,0.0244281530377057,0.4006884653959526,0.003935060869035293,0.8824152884383997,0.0694985138048913,0.815021069812046,0.017862560423209505,0.7606423170227107,0.0390659456022337,3.6666666666666665,3.0550504633038935,2
openai,openai/gpt-5.2,chain_of_thought,0.2,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,3,0.9444444444444445,6.5997536345800105,0.07044948739612714,1.4650085663863246,0.1451053189992117,0.4066500420588981,0.02476697516533164,0.8788311171034972,0.06930239877331969,0.8068044504693784,0.014390384826576882,0.7591825135190545,0.042756033530099505,4.333333333333333,1.5275252316519465,3
openai,openai/gpt-5.2,chain_of_thought,0.0,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,3,0.9444444444444445,6.878698405311703,0.1537513416484402,1.4972867344369964,0.23903437400028393,0.40279480256305833,0.03701037381906265,0.8831405395434963,0.06905850590878837,0.7795276367748017,0.02689683912082477,0.7524768558314502,0.04364588859221473,6.666666666666667,2.309401076758503,4
openai,openai/gpt-5.2,zero_shot,0.0,openai::openai/gpt-5.2::zero_shot::temp=0.0,3,0.9166666666666666,6.435852276510971,0.1194442515234417,1.2732399210561007,0.14479262984394065,0.44107921808977507,0.027768988717040043,0.847153312423163,0.11278191610180649,0.7944921453095503,0.012948532164766989,0.7498478356222887,0.07343407315198236,3.3333333333333335,2.3094010767585034,5
openai,openai/gpt-5.2,zero_shot,0.5,openai::openai/gpt-5.2::zero_shot::temp=0.5,3,0.9166666666666666,6.501249999081748,0.11831577920380315,1.3940754902714518,0.09056917151953264,0.4180987515438208,0.015902593934837568,0.8481932081696059,0.11033293850047342,0.7982425143893916,0.0330091458080653,0.7453002851923712,0.06825770913907073,4.666666666666667,0.5773502691896257,6
openai,openai/gpt-5.2,zero_shot,0.2,openai::openai/gpt-5.2::zero_shot::temp=0.2,3,0.9166666666666666,6.479164638869619,0.056845641746424126,1.3434407057941549,0.09122709432550576,0.4271571674402626,0.016734047070533088,0.8474666374839015,0.11526323301202913,0.7856769928481354,0.040036005537100496,0.7442418661097415,0.07290032575937005,5.666666666666667,4.163331998932265,7
openai,openai/gpt-5.2,few_shot,0.2,openai::openai/gpt-5.2::few_shot::temp=0.2,3,0.9166666666666666,6.319994011942765,0.03874101870821874,1.5191387478134244,0.12379493228851086,0.39758596849583583,0.019076560379835523,0.8491354748192762,0.11173606707067729,0.7873998970692023,0.0361134124345316,0.7376970017627453,0.0777293057086975,7.0,2.0,8
openai,openai/gpt-5.2,few_shot,0.0,openai::openai/gpt-5.2::few_shot::temp=0.0,3,0.9166666666666666,6.261694491332481,0.08448954857362428,1.464085125792869,0.13745526392281976,0.40665803843437115,0.022269586326124594,0.8495224546641112,0.11463367802468978,0.7773755809655531,0.03977982858252308,0.7375556851826754,0.07260460983395332,6.0,4.358898943540674,9
